,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000284,0.000305,0.000270,0.000274,0.000276,0.000282,0.000273,0.000276,0.000246,0.000245
All,deaths_total_rel,0.000000,0.074878,-0.049664,-0.037508,-0.030245,-0.006685,-0.039659,-0.028915,-0.135888,-0.136651
Elder_Ratio,deaths_gini_abs,0.226606,0.228453,0.158213,0.222462,0.219135,0.238287,0.235904,0.230177,0.174964,0.166365
Elder_Ratio,deaths_gini_rel,0.000000,0.008154,-0.301811,-0.018284,-0.032967,0.051548,0.041032,0.015759,-0.227891,-0.265839
Mean_Household_Income,deaths_gini_abs,0.201894,0.203322,0.192079,0.140256,0.176758,0.169293,0.148341,0.158310,0.116955,0.196909
Mean_Household_Income,deaths_gini_rel,0.000000,0.007073,-0.048614,-0.305300,-0.124501,-0.161475,-0.265255,-0.215874,-0.420710,-0.024689
EW_Ratio,deaths_gini_abs,0.143797,0.143136,0.110289,0.090028,0.085813,0.126653,0.106943,0.113608,0.052842,0.175930
EW_Ratio,deaths_gini_rel,0.000000,-0.004594,-0.233026,-0.373923,-0.403237,-0.119222,-0.256293,-0.209942,-0.632526,0.223461
Minority_Ratio,deaths_gini_abs,0.206065,0.203770,0.215240,0.148982,0.180994,0.158237,0.153780,0.163468,0.124277,0.243377
Minority_Ratio,deaths_gini_rel,0.000000,-0.011140,0.044523,-0.277014,-0.121668,-0.232102,-0.253733,-0.206717,-0.396903,0.181065
