,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000101,0.000096,0.000097,0.000101,0.000102,0.000099,0.000100,0.000091,0.000092
All,deaths_total_rel,0.000000,-0.053108,-0.096843,-0.092236,-0.051966,-0.048520,-0.076167,-0.061083,-0.143985,-0.136561
Elder_Ratio,deaths_gini_abs,0.230873,0.235253,0.169746,0.251922,0.233634,0.221955,0.247581,0.245956,0.184733,0.188451
Elder_Ratio,deaths_gini_rel,0.000000,0.018970,-0.264765,0.091170,0.011957,-0.038627,0.072367,0.065327,-0.199853,-0.183749
Mean_Household_Income,deaths_gini_abs,0.120154,0.116635,0.125245,0.058381,0.118081,0.131822,0.065152,0.075402,0.092583,0.127765
Mean_Household_Income,deaths_gini_rel,0.000000,-0.029286,0.042365,-0.514118,-0.017256,0.097104,-0.457764,-0.372453,-0.229467,0.063343
EW_Ratio,deaths_gini_abs,0.065892,0.063018,0.058374,0.043461,0.026549,0.064827,0.048315,0.051617,0.033229,0.085309
EW_Ratio,deaths_gini_rel,0.000000,-0.043623,-0.114095,-0.340425,-0.597093,-0.016171,-0.266763,-0.216654,-0.495716,0.294673
Minority_Ratio,deaths_gini_abs,0.059840,0.057616,0.052339,0.071460,0.045818,0.027163,0.072376,0.063709,0.036880,0.065584
Minority_Ratio,deaths_gini_rel,0.000000,-0.037166,-0.125352,0.194173,-0.234337,-0.546079,0.209476,0.064643,-0.383691,0.095977
