,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000041,0.000039,0.000041,0.000039,0.000041,0.000042,0.000041,0.000036,0.000036
All,deaths_total_rel,0.000000,-0.009783,-0.054475,-0.005781,-0.052474,-0.006559,0.009783,-0.016898,-0.133296,-0.125181
Elder_Ratio,deaths_gini_abs,0.316714,0.313564,0.294196,0.310162,0.333317,0.308886,0.315059,0.324219,0.265722,0.276950
Elder_Ratio,deaths_gini_rel,0.000000,-0.009944,-0.071098,-0.020686,0.052424,-0.024714,-0.005223,0.023700,-0.161001,-0.125551
Mean_Household_Income,deaths_gini_abs,0.074212,0.088113,0.072144,0.058911,0.080479,0.073578,0.074850,0.079138,0.061812,0.107593
Mean_Household_Income,deaths_gini_rel,0.000000,0.187303,-0.027871,-0.206188,0.084443,-0.008553,0.008587,0.066377,-0.167088,0.449796
EW_Ratio,deaths_gini_abs,0.130472,0.119136,0.126280,0.130510,0.101263,0.127255,0.129480,0.127766,0.088401,0.123575
EW_Ratio,deaths_gini_rel,0.000000,-0.086885,-0.032129,0.000292,-0.223876,-0.024662,-0.007602,-0.020743,-0.322456,-0.052867
Minority_Ratio,deaths_gini_abs,0.109108,0.107445,0.095385,0.126064,0.105157,0.094018,0.104762,0.109301,0.088775,0.070539
Minority_Ratio,deaths_gini_rel,0.000000,-0.015237,-0.125775,0.155406,-0.036208,-0.138302,-0.039826,0.001771,-0.186350,-0.353495
