,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000485,0.000481,0.000459,0.000478,0.000483,0.000468,0.000476,0.000461,0.000464
All,deaths_total_rel,0.000000,-0.026114,-0.034437,-0.078381,-0.040503,-0.030310,-0.061356,-0.044133,-0.074741,-0.069640
Elder_Ratio,deaths_gini_abs,0.130730,0.126617,0.106014,0.133330,0.132228,0.136618,0.139748,0.137539,0.113445,0.105526
Elder_Ratio,deaths_gini_rel,0.000000,-0.031462,-0.189057,0.019894,0.011459,0.045041,0.068983,0.052089,-0.132220,-0.192796
Mean_Household_Income,deaths_gini_abs,0.469877,0.469135,0.470337,0.445771,0.461618,0.466047,0.450760,0.457900,0.452548,0.471280
Mean_Household_Income,deaths_gini_rel,0.000000,-0.001579,0.000980,-0.051303,-0.017577,-0.008151,-0.040685,-0.025490,-0.036880,0.002986
EW_Ratio,deaths_gini_abs,0.319482,0.317640,0.315258,0.293201,0.300542,0.317756,0.300734,0.307401,0.299141,0.330654
EW_Ratio,deaths_gini_rel,0.000000,-0.005764,-0.013220,-0.082260,-0.059281,-0.005401,-0.058682,-0.037812,-0.063669,0.034969
Minority_Ratio,deaths_gini_abs,0.401303,0.404468,0.406034,0.374326,0.397718,0.391168,0.377637,0.385572,0.386005,0.416133
Minority_Ratio,deaths_gini_rel,0.000000,0.007885,0.011788,-0.067226,-0.008935,-0.025256,-0.058974,-0.039202,-0.038123,0.036954
