,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000280,0.000266,0.000269,0.000278,0.000279,0.000271,0.000273,0.000233,0.000241
All,deaths_total_rel,0.000000,-0.084995,-0.128810,-0.120600,-0.090612,-0.085931,-0.111626,-0.105934,-0.236079,-0.209663
Elder_Ratio,deaths_gini_abs,0.228453,0.227244,0.150662,0.219970,0.218027,0.234347,0.232333,0.230189,0.154137,0.158854
Elder_Ratio,deaths_gini_rel,0.000000,-0.005294,-0.340513,-0.037135,-0.045638,0.025799,0.016983,0.007596,-0.325305,-0.304653
Mean_Household_Income,deaths_gini_abs,0.203322,0.197473,0.187406,0.132315,0.171974,0.168067,0.138582,0.150528,0.088572,0.206690
Mean_Household_Income,deaths_gini_rel,0.000000,-0.028766,-0.078277,-0.349235,-0.154178,-0.173397,-0.318411,-0.259658,-0.564375,0.016565
EW_Ratio,deaths_gini_abs,0.143136,0.145761,0.103535,0.082273,0.083626,0.125120,0.099335,0.106762,0.023553,0.198349
EW_Ratio,deaths_gini_rel,0.000000,0.018334,-0.276667,-0.425210,-0.415764,-0.125867,-0.306015,-0.254122,-0.835447,0.385734
Minority_Ratio,deaths_gini_abs,0.203770,0.200828,0.214063,0.145391,0.178290,0.153604,0.143915,0.155393,0.100676,0.269610
Minority_Ratio,deaths_gini_rel,0.000000,-0.014438,0.050513,-0.286492,-0.125042,-0.246187,-0.293735,-0.237406,-0.505933,0.323111
