,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000205,0.000187,0.000190,0.000202,0.000200,0.000186,0.000194,0.000149,0.000156
All,deaths_total_rel,0.000000,-0.099847,-0.181295,-0.165339,-0.114620,-0.121929,-0.184455,-0.148374,-0.345140,-0.316020
Elder_Ratio,deaths_gini_abs,0.298448,0.298140,0.194631,0.296293,0.263677,0.311765,0.317864,0.316240,0.214380,0.237494
Elder_Ratio,deaths_gini_rel,0.000000,-0.001032,-0.347858,-0.007223,-0.116508,0.044621,0.065054,0.059615,-0.281686,-0.204236
Mean_Household_Income,deaths_gini_abs,0.126062,0.128535,0.132267,0.035849,0.121259,0.095576,0.080460,0.073817,0.022976,0.116508
Mean_Household_Income,deaths_gini_rel,0.000000,0.019616,0.049221,-0.715623,-0.038104,-0.241840,-0.361743,-0.414437,-0.817741,-0.075788
EW_Ratio,deaths_gini_abs,0.124095,0.131875,0.085702,0.091309,0.045297,0.139620,0.096858,0.105405,0.051005,0.193466
EW_Ratio,deaths_gini_rel,0.000000,0.062694,-0.309380,-0.264200,-0.634983,0.125113,-0.219484,-0.150610,-0.588984,0.559019
Minority_Ratio,deaths_gini_abs,0.132576,0.116545,0.173496,0.070397,0.126865,0.048105,0.019148,0.044439,0.042028,0.168819
Minority_Ratio,deaths_gini_rel,0.000000,-0.120919,0.308648,-0.469006,-0.043079,-0.637149,-0.855568,-0.664805,-0.682988,0.273375
