,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000289,0.000274,0.000278,0.000280,0.000287,0.000279,0.000281,0.000258,0.000257
All,deaths_total_rel,0.000000,-0.054748,-0.101759,-0.090945,-0.082111,-0.061441,-0.087201,-0.078625,-0.155367,-0.158724
Elder_Ratio,deaths_gini_abs,0.228453,0.229371,0.170136,0.222211,0.218999,0.234032,0.232415,0.231111,0.186504,0.179563
Elder_Ratio,deaths_gini_rel,0.000000,0.004018,-0.255272,-0.027325,-0.041387,0.024417,0.017339,0.011632,-0.183626,-0.214007
Mean_Household_Income,deaths_gini_abs,0.203322,0.202716,0.193856,0.143833,0.181451,0.177900,0.157991,0.165352,0.135729,0.197477
Mean_Household_Income,deaths_gini_rel,0.000000,-0.002981,-0.046558,-0.292587,-0.107569,-0.125032,-0.222951,-0.186749,-0.332442,-0.028746
EW_Ratio,deaths_gini_abs,0.143136,0.143279,0.117817,0.093074,0.095345,0.131029,0.112876,0.118849,0.071489,0.165852
EW_Ratio,deaths_gini_rel,0.000000,0.000994,-0.176892,-0.349752,-0.333889,-0.084589,-0.211408,-0.169681,-0.500556,0.158701
Minority_Ratio,deaths_gini_abs,0.203770,0.205463,0.212942,0.152507,0.185480,0.168986,0.162362,0.170031,0.143431,0.234050
Minority_Ratio,deaths_gini_rel,0.000000,0.008312,0.045014,-0.251573,-0.089759,-0.170700,-0.203208,-0.165572,-0.296111,0.148601
