,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000036,0.000038,0.000037,0.000039,0.000039,0.000040,0.000034,0.000033
All,deaths_total_rel,0.000000,-0.051807,-0.126626,-0.072596,-0.102390,-0.045136,-0.055142,-0.039244,-0.185659,-0.192885
Elder_Ratio,deaths_gini_abs,0.316714,0.317462,0.248920,0.315568,0.323689,0.304519,0.306560,0.303764,0.265660,0.272535
Elder_Ratio,deaths_gini_rel,0.000000,0.002363,-0.214052,-0.003616,0.022024,-0.038505,-0.032058,-0.040887,-0.161198,-0.139492
Mean_Household_Income,deaths_gini_abs,0.074212,0.086261,0.081201,0.032412,0.092473,0.084297,0.057286,0.074004,0.066306,0.089862
Mean_Household_Income,deaths_gini_rel,0.000000,0.162355,0.094173,-0.563253,0.246061,0.135887,-0.228074,-0.002814,-0.106544,0.210876
EW_Ratio,deaths_gini_abs,0.130472,0.114996,0.118595,0.120784,0.079344,0.133326,0.124127,0.115556,0.082982,0.103766
EW_Ratio,deaths_gini_rel,0.000000,-0.118614,-0.091031,-0.074259,-0.391867,0.021876,-0.048636,-0.114327,-0.363984,-0.204687
Minority_Ratio,deaths_gini_abs,0.109108,0.112332,0.098915,0.149744,0.099162,0.082426,0.149615,0.108837,0.083723,0.074860
Minority_Ratio,deaths_gini_rel,0.000000,0.029549,-0.093420,0.372444,-0.091156,-0.244541,0.371260,-0.002477,-0.232653,-0.313885
