,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000483,0.000476,0.000450,0.000471,0.000479,0.000459,0.000473,0.000452,0.000454
All,deaths_total_rel,0.000000,-0.031344,-0.044799,-0.096917,-0.055430,-0.039280,-0.079336,-0.051323,-0.093506,-0.089787
Elder_Ratio,deaths_gini_abs,0.130730,0.124689,0.098799,0.135611,0.134518,0.138935,0.142807,0.138112,0.112426,0.099082
Elder_Ratio,deaths_gini_rel,0.000000,-0.046208,-0.244248,0.037341,0.028978,0.062769,0.092387,0.056467,-0.140012,-0.242088
Mean_Household_Income,deaths_gini_abs,0.469877,0.469037,0.470210,0.437600,0.459376,0.462201,0.446984,0.453823,0.447389,0.469883
Mean_Household_Income,deaths_gini_rel,0.000000,-0.001788,0.000710,-0.068692,-0.022349,-0.016336,-0.048721,-0.034166,-0.047859,0.000014
EW_Ratio,deaths_gini_abs,0.319482,0.316855,0.314669,0.284449,0.296854,0.316248,0.297238,0.304131,0.292712,0.330397
EW_Ratio,deaths_gini_rel,0.000000,-0.008221,-0.015063,-0.109654,-0.070825,-0.010122,-0.069624,-0.048050,-0.083792,0.034167
Minority_Ratio,deaths_gini_abs,0.401303,0.404957,0.406660,0.365226,0.394602,0.387515,0.373881,0.382257,0.380545,0.419081
Minority_Ratio,deaths_gini_rel,0.000000,0.009103,0.013348,-0.089900,-0.016699,-0.034359,-0.068333,-0.047462,-0.051728,0.044300
