,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000194,0.000169,0.000177,0.000188,0.000190,0.000167,0.000184,0.000134,0.000133
All,deaths_total_rel,0.000000,-0.149828,-0.259272,-0.222377,-0.177126,-0.165164,-0.267337,-0.194866,-0.413327,-0.416041
Elder_Ratio,deaths_gini_abs,0.298448,0.297382,0.163836,0.306402,0.251955,0.313061,0.319494,0.318292,0.218222,0.238990
Elder_Ratio,deaths_gini_rel,0.000000,-0.003571,-0.451041,0.026650,-0.155785,0.048962,0.070517,0.066490,-0.268810,-0.199225
Mean_Household_Income,deaths_gini_abs,0.126062,0.131879,0.130394,0.017231,0.116408,0.074086,0.091771,0.074025,0.030826,0.086747
Mean_Household_Income,deaths_gini_rel,0.000000,0.046141,0.034358,-0.863315,-0.076588,-0.412304,-0.272020,-0.412793,-0.755473,-0.311871
EW_Ratio,deaths_gini_abs,0.124095,0.137374,0.083116,0.092430,0.016322,0.126091,0.094841,0.102070,0.058681,0.191350
EW_Ratio,deaths_gini_rel,0.000000,0.107013,-0.330224,-0.255166,-0.868468,0.016085,-0.235737,-0.177486,-0.527124,0.541969
Minority_Ratio,deaths_gini_abs,0.132576,0.117963,0.163763,0.051946,0.123283,0.034909,0.049761,0.025654,0.035762,0.132710
Minority_Ratio,deaths_gini_rel,0.000000,-0.110224,0.235239,-0.608180,-0.070101,-0.736690,-0.624660,-0.806498,-0.730254,0.001007
