,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000040,0.000040,0.000039,0.000039,0.000039,0.000040,0.000039,0.000036,0.000036
All,deaths_total_rel,0.000000,-0.038969,-0.028663,-0.057327,-0.047665,-0.049758,-0.019968,-0.052818,-0.124316,-0.116747
Elder_Ratio,deaths_gini_abs,0.289647,0.288969,0.265662,0.290629,0.301521,0.297107,0.289817,0.293992,0.279832,0.273144
Elder_Ratio,deaths_gini_rel,0.000000,-0.002342,-0.082807,0.003392,0.040993,0.025754,0.000586,0.015001,-0.033884,-0.056976
Mean_Household_Income,deaths_gini_abs,0.266604,0.267763,0.269880,0.239060,0.270140,0.259178,0.279424,0.261233,0.238437,0.251588
Mean_Household_Income,deaths_gini_rel,0.000000,0.004349,0.012288,-0.103315,0.013264,-0.027855,0.048087,-0.020148,-0.105651,-0.056322
EW_Ratio,deaths_gini_abs,0.086242,0.079028,0.096959,0.078724,0.057607,0.087953,0.098330,0.076519,0.049060,0.074004
EW_Ratio,deaths_gini_rel,0.000000,-0.083645,0.124264,-0.087170,-0.332032,0.019843,0.140159,-0.112739,-0.431130,-0.141905
Minority_Ratio,deaths_gini_abs,0.202691,0.208352,0.208260,0.189595,0.205130,0.183225,0.200978,0.183399,0.172674,0.202302
Minority_Ratio,deaths_gini_rel,0.000000,0.027928,0.027471,-0.064612,0.012032,-0.096042,-0.008454,-0.095180,-0.148096,-0.001919
