,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000217,0.000305,0.000199,0.000192,0.000201,0.000197,0.000190,0.000196,0.000154,0.000134
All,deaths_total_rel,0.000000,0.408298,-0.084481,-0.115031,-0.071464,-0.091012,-0.122502,-0.095543,-0.289145,-0.383446
Elder_Ratio,deaths_gini_abs,0.234766,0.228453,0.066182,0.221010,0.218690,0.237236,0.228126,0.223961,0.152044,0.219186
Elder_Ratio,deaths_gini_rel,0.000000,-0.026889,-0.718094,-0.058594,-0.068479,0.010520,-0.028284,-0.046024,-0.352359,-0.066365
Mean_Household_Income,deaths_gini_abs,0.188072,0.203322,0.176009,0.016096,0.144401,0.074451,0.025256,0.045912,0.061303,0.138762
Mean_Household_Income,deaths_gini_rel,0.000000,0.081084,-0.064142,-0.914414,-0.232203,-0.604138,-0.865709,-0.755883,-0.674043,-0.262186
EW_Ratio,deaths_gini_abs,0.125724,0.143136,0.094683,0.062946,0.009480,0.066210,0.072416,0.073920,0.047379,0.100413
EW_Ratio,deaths_gini_rel,0.000000,0.138498,-0.246895,-0.499335,-0.924600,-0.473371,-0.424012,-0.412048,-0.623148,-0.201325
Minority_Ratio,deaths_gini_abs,0.193359,0.203770,0.220379,0.090741,0.151869,0.081673,0.078117,0.075649,0.072896,0.143060
Minority_Ratio,deaths_gini_rel,0.000000,0.053841,0.139739,-0.530714,-0.214577,-0.577608,-0.596002,-0.608766,-0.622999,-0.260135
