,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000216,0.000202,0.000207,0.000215,0.000214,0.000202,0.000207,0.000179,0.000184
All,deaths_total_rel,0.000000,-0.053840,-0.114097,-0.093003,-0.055759,-0.061808,-0.115163,-0.092305,-0.217530,-0.193276
Elder_Ratio,deaths_gini_abs,0.298448,0.295715,0.233741,0.300652,0.282099,0.305973,0.316460,0.308481,0.251096,0.259712
Elder_Ratio,deaths_gini_rel,0.000000,-0.009159,-0.216812,0.007384,-0.054780,0.025211,0.060350,0.033617,-0.158660,-0.129793
Mean_Household_Income,deaths_gini_abs,0.126062,0.133113,0.130026,0.073777,0.126435,0.107322,0.079111,0.083417,0.043424,0.123887
Mean_Household_Income,deaths_gini_rel,0.000000,0.055930,0.031437,-0.414759,0.002955,-0.148664,-0.372443,-0.338292,-0.655533,-0.017258
EW_Ratio,deaths_gini_abs,0.124095,0.124512,0.101252,0.106964,0.087340,0.134823,0.105872,0.111475,0.069770,0.172342
EW_Ratio,deaths_gini_rel,0.000000,0.003364,-0.184076,-0.138041,-0.296182,0.086456,-0.146841,-0.101691,-0.437771,0.388793
Minority_Ratio,deaths_gini_abs,0.132576,0.129245,0.163527,0.086122,0.129219,0.088120,0.063886,0.081297,0.062592,0.159677
Minority_Ratio,deaths_gini_rel,0.000000,-0.025128,0.233455,-0.350398,-0.025323,-0.335324,-0.518118,-0.386790,-0.527883,0.204418
