,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000479,0.000470,0.000436,0.000464,0.000473,0.000448,0.000464,0.000434,0.000440
All,deaths_total_rel,0.000000,-0.038415,-0.056852,-0.125229,-0.069381,-0.051183,-0.100965,-0.068029,-0.129405,-0.116239
Elder_Ratio,deaths_gini_abs,0.130730,0.123045,0.088718,0.137946,0.134525,0.142886,0.145807,0.140009,0.101680,0.087398
Elder_Ratio,deaths_gini_rel,0.000000,-0.058784,-0.321361,0.055204,0.029029,0.092989,0.115333,0.070984,-0.222213,-0.331461
Mean_Household_Income,deaths_gini_abs,0.469877,0.467729,0.470396,0.426926,0.455810,0.461105,0.438649,0.449465,0.439182,0.470177
Mean_Household_Income,deaths_gini_rel,0.000000,-0.004570,0.001104,-0.091408,-0.029938,-0.018669,-0.066459,-0.043442,-0.065326,0.000639
EW_Ratio,deaths_gini_abs,0.319482,0.315976,0.311683,0.274721,0.288318,0.318016,0.288327,0.297754,0.282843,0.337107
EW_Ratio,deaths_gini_rel,0.000000,-0.010974,-0.024412,-0.140104,-0.097546,-0.004589,-0.097515,-0.068011,-0.114683,0.055170
Minority_Ratio,deaths_gini_abs,0.401303,0.402868,0.407237,0.356023,0.392861,0.383324,0.362441,0.375343,0.372467,0.425747
Minority_Ratio,deaths_gini_rel,0.000000,0.003898,0.014785,-0.112833,-0.021037,-0.044804,-0.096840,-0.064690,-0.071856,0.060910
