,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000221,0.000206,0.000214,0.000221,0.000219,0.000226,0.000216,0.000181,0.000195
All,deaths_total_rel,0.000000,-0.029469,-0.098567,-0.061207,-0.032184,-0.041509,-0.010198,-0.054266,-0.204502,-0.146319
Elder_Ratio,deaths_gini_abs,0.298448,0.296202,0.244464,0.305010,0.292003,0.302248,0.300777,0.306591,0.243179,0.258071
Elder_Ratio,deaths_gini_rel,0.000000,-0.007526,-0.180883,0.021985,-0.021597,0.012732,0.007802,0.027284,-0.185189,-0.135292
Mean_Household_Income,deaths_gini_abs,0.126062,0.130736,0.123794,0.094089,0.119767,0.123955,0.120265,0.101119,0.038050,0.118008
Mean_Household_Income,deaths_gini_rel,0.000000,0.037075,-0.017992,-0.253631,-0.049942,-0.016717,-0.045985,-0.197864,-0.698164,-0.063889
EW_Ratio,deaths_gini_abs,0.124095,0.128215,0.090748,0.108898,0.107226,0.135133,0.129582,0.113434,0.057984,0.171792
EW_Ratio,deaths_gini_rel,0.000000,0.033203,-0.268722,-0.122462,-0.135931,0.088948,0.044222,-0.085907,-0.532747,0.384365
Minority_Ratio,deaths_gini_abs,0.132576,0.128723,0.168742,0.100864,0.125413,0.105357,0.126026,0.095687,0.049879,0.168952
Minority_Ratio,deaths_gini_rel,0.000000,-0.029064,0.272795,-0.239202,-0.054035,-0.205310,-0.049411,-0.278247,-0.623769,0.274373
