,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000099,0.000088,0.000090,0.000097,0.000096,0.000092,0.000094,0.000076,0.000080
All,deaths_total_rel,0.000000,-0.076069,-0.172420,-0.154028,-0.090148,-0.096745,-0.136443,-0.117244,-0.289112,-0.254357
Elder_Ratio,deaths_gini_abs,0.230873,0.236799,0.125471,0.254654,0.235893,0.220331,0.253967,0.243336,0.125845,0.149675
Elder_Ratio,deaths_gini_rel,0.000000,0.025666,-0.456536,0.103001,0.021741,-0.045665,0.100025,0.053979,-0.454918,-0.351701
Mean_Household_Income,deaths_gini_abs,0.120154,0.108495,0.132466,0.012208,0.117582,0.123979,0.028750,0.051662,0.071633,0.148970
Mean_Household_Income,deaths_gini_rel,0.000000,-0.097032,0.102468,-0.898400,-0.021408,0.031828,-0.760728,-0.570037,-0.403826,0.239820
EW_Ratio,deaths_gini_abs,0.065892,0.059805,0.062448,0.036421,0.014864,0.067053,0.047123,0.043018,0.027767,0.120166
EW_Ratio,deaths_gini_rel,0.000000,-0.092382,-0.052280,-0.447261,-0.774415,0.017609,-0.284856,-0.347155,-0.578595,0.823673
Minority_Ratio,deaths_gini_abs,0.059840,0.061211,0.054027,0.104370,0.041413,0.025519,0.108208,0.088595,0.036915,0.097209
Minority_Ratio,deaths_gini_rel,0.000000,0.022911,-0.097146,0.744145,-0.307949,-0.573551,0.808281,0.480522,-0.383117,0.624471
