,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000040,0.000038,0.000039,0.000038,0.000040,0.000040,0.000041,0.000036,0.000036
All,deaths_total_rel,0.000000,-0.026237,-0.069261,-0.047026,-0.067927,-0.021012,-0.033685,-0.015008,-0.124514,-0.127071
Elder_Ratio,deaths_gini_abs,0.316714,0.312517,0.282226,0.312800,0.322650,0.306820,0.306474,0.310764,0.267419,0.281611
Elder_Ratio,deaths_gini_rel,0.000000,-0.013250,-0.108892,-0.012358,0.018743,-0.031239,-0.032331,-0.018784,-0.155644,-0.110835
Mean_Household_Income,deaths_gini_abs,0.074212,0.081356,0.078254,0.051089,0.088485,0.086123,0.055972,0.076287,0.070504,0.088431
Mean_Household_Income,deaths_gini_rel,0.000000,0.096259,0.054457,-0.311589,0.192324,0.160488,-0.245788,0.027950,-0.049968,0.191588
EW_Ratio,deaths_gini_abs,0.130472,0.128901,0.118565,0.130685,0.091979,0.127805,0.121504,0.119700,0.088626,0.110812
EW_Ratio,deaths_gini_rel,0.000000,-0.012039,-0.091262,0.001629,-0.295034,-0.020442,-0.068738,-0.082563,-0.320731,-0.150685
Minority_Ratio,deaths_gini_abs,0.109108,0.105885,0.090559,0.130427,0.107558,0.082580,0.124555,0.109500,0.086622,0.071487
Minority_Ratio,deaths_gini_rel,0.000000,-0.029539,-0.170000,0.195394,-0.014203,-0.243132,0.141581,0.003597,-0.206086,-0.344801
