,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000289,0.000305,0.000278,0.000279,0.000284,0.000290,0.000281,0.000286,0.000266,0.000265
All,deaths_total_rel,0.000000,0.056032,-0.039544,-0.033873,-0.016624,0.001136,-0.029646,-0.011000,-0.081951,-0.083098
Elder_Ratio,deaths_gini_abs,0.227909,0.228453,0.177187,0.223820,0.221001,0.234303,0.232921,0.233720,0.194410,0.188442
Elder_Ratio,deaths_gini_rel,0.000000,0.002391,-0.222554,-0.017940,-0.030308,0.028056,0.021995,0.025497,-0.146984,-0.173169
Mean_Household_Income,deaths_gini_abs,0.204113,0.203322,0.193471,0.150759,0.185665,0.179890,0.165405,0.170251,0.150429,0.199272
Mean_Household_Income,deaths_gini_rel,0.000000,-0.003874,-0.052137,-0.261391,-0.090378,-0.118672,-0.189638,-0.165895,-0.263009,-0.023717
EW_Ratio,deaths_gini_abs,0.144859,0.143136,0.117602,0.100376,0.101408,0.131863,0.117934,0.123967,0.084510,0.162150
EW_Ratio,deaths_gini_rel,0.000000,-0.011888,-0.188161,-0.307079,-0.299951,-0.089713,-0.185865,-0.144219,-0.416603,0.119367
Minority_Ratio,deaths_gini_abs,0.204583,0.203770,0.211268,0.160524,0.189213,0.172837,0.168965,0.174015,0.155885,0.228076
Minority_Ratio,deaths_gini_rel,0.000000,-0.003976,0.032676,-0.215358,-0.075127,-0.155175,-0.174102,-0.149416,-0.238037,0.114833
