,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000046,0.000048,0.000044,0.000046,0.000045,0.000046,0.000047,0.000047,0.000042,0.000041
All,deaths_total_rel,0.000000,0.044987,-0.050651,-0.015454,-0.020390,-0.009062,0.014645,0.012541,-0.094911,-0.110931
Elder_Ratio,deaths_gini_abs,0.341845,0.341207,0.294018,0.335975,0.356867,0.335220,0.341480,0.343399,0.307495,0.295513
Elder_Ratio,deaths_gini_rel,0.000000,-0.001865,-0.139907,-0.017170,0.043944,-0.019379,-0.001068,0.004547,-0.100484,-0.135534
Mean_Household_Income,deaths_gini_abs,0.127507,0.125455,0.121569,0.094783,0.130190,0.126855,0.139601,0.119960,0.104075,0.107404
Mean_Household_Income,deaths_gini_rel,0.000000,-0.016093,-0.046574,-0.256645,0.021038,-0.005115,0.094847,-0.059193,-0.183772,-0.157667
EW_Ratio,deaths_gini_abs,0.131940,0.120723,0.128244,0.122406,0.092588,0.129847,0.135975,0.128872,0.110688,0.115911
EW_Ratio,deaths_gini_rel,0.000000,-0.085016,-0.028013,-0.072255,-0.298259,-0.015862,0.030586,-0.023250,-0.161071,-0.121482
Minority_Ratio,deaths_gini_abs,0.203152,0.205993,0.190557,0.196428,0.216235,0.185490,0.225500,0.208169,0.192461,0.174970
Minority_Ratio,deaths_gini_rel,0.000000,0.013986,-0.061995,-0.033098,0.064402,-0.086938,0.110011,0.024696,-0.052623,-0.138724
