,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000206,0.000184,0.000190,0.000203,0.000196,0.000184,0.000190,0.000128,0.000148
All,deaths_total_rel,0.000000,-0.097637,-0.194129,-0.165280,-0.108901,-0.139126,-0.193490,-0.167006,-0.439946,-0.349929
Elder_Ratio,deaths_gini_abs,0.298448,0.296234,0.197410,0.309872,0.269291,0.323262,0.332758,0.325167,0.161288,0.218670
Elder_Ratio,deaths_gini_rel,0.000000,-0.007418,-0.338545,0.038278,-0.097695,0.083143,0.114961,0.089524,-0.459580,-0.267309
Mean_Household_Income,deaths_gini_abs,0.126062,0.138550,0.145799,0.038110,0.142708,0.096873,0.107287,0.076172,0.017615,0.117388
Mean_Household_Income,deaths_gini_rel,0.000000,0.099057,0.156563,-0.697690,0.132040,-0.231545,-0.148941,-0.395757,-0.860266,-0.068807
EW_Ratio,deaths_gini_abs,0.124095,0.125693,0.071230,0.086111,0.053705,0.152923,0.093579,0.103123,0.017044,0.240242
EW_Ratio,deaths_gini_rel,0.000000,0.012883,-0.426004,-0.306087,-0.567226,0.232313,-0.245904,-0.168995,-0.862650,0.935960
Minority_Ratio,deaths_gini_abs,0.132576,0.129564,0.202475,0.062008,0.139772,0.037177,0.027214,0.031827,0.014230,0.190239
Minority_Ratio,deaths_gini_rel,0.000000,-0.022723,0.527234,-0.532288,0.054280,-0.719583,-0.794731,-0.759932,-0.892664,0.434942
