,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000163,0.000160,0.000161,0.000162,0.000163,0.000160,0.000163,0.000158,0.000157
All,deaths_total_rel,0.000000,-0.018201,-0.031093,-0.027301,-0.022933,-0.016350,-0.032276,-0.016805,-0.045653,-0.050082
Elder_Ratio,deaths_gini_abs,0.313645,0.316922,0.297667,0.313150,0.313738,0.307078,0.315122,0.312686,0.302709,0.303055
Elder_Ratio,deaths_gini_rel,0.000000,0.010446,-0.050943,-0.001579,0.000297,-0.020938,0.004707,-0.003059,-0.034869,-0.033766
Mean_Household_Income,deaths_gini_abs,0.065102,0.062492,0.065638,0.049499,0.061456,0.069378,0.054935,0.061971,0.054723,0.059474
Mean_Household_Income,deaths_gini_rel,0.000000,-0.040085,0.008244,-0.239664,-0.056007,0.065692,-0.156173,-0.048086,-0.159427,-0.086444
EW_Ratio,deaths_gini_abs,0.038579,0.036637,0.034768,0.032478,0.026023,0.036115,0.037369,0.039887,0.022736,0.038710
EW_Ratio,deaths_gini_rel,0.000000,-0.050337,-0.098781,-0.158143,-0.325467,-0.063860,-0.031358,0.033908,-0.410661,0.003388
Minority_Ratio,deaths_gini_abs,0.112455,0.113914,0.100965,0.108523,0.109218,0.098844,0.110453,0.112782,0.101961,0.105678
Minority_Ratio,deaths_gini_rel,0.000000,0.012971,-0.102172,-0.034961,-0.028784,-0.121036,-0.017805,0.002910,-0.093317,-0.060263
