,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000036,0.000039,0.000038,0.000040,0.000039,0.000040,0.000032,0.000033
All,deaths_total_rel,0.000000,-0.047916,-0.118621,-0.060589,-0.079044,-0.030906,-0.054030,-0.039355,-0.212896,-0.200778
Elder_Ratio,deaths_gini_abs,0.316714,0.317891,0.265836,0.315889,0.331543,0.314888,0.302966,0.313126,0.254041,0.272333
Elder_Ratio,deaths_gini_rel,0.000000,0.003717,-0.160642,-0.002602,0.046823,-0.005763,-0.043406,-0.011327,-0.197885,-0.140127
Mean_Household_Income,deaths_gini_abs,0.074212,0.086143,0.076838,0.042912,0.080880,0.083253,0.041592,0.061933,0.044277,0.094406
Mean_Household_Income,deaths_gini_rel,0.000000,0.160761,0.035382,-0.421771,0.089844,0.121821,-0.439554,-0.165462,-0.403378,0.272108
EW_Ratio,deaths_gini_abs,0.130472,0.120783,0.120633,0.120961,0.083365,0.124537,0.118534,0.120926,0.075970,0.111507
EW_Ratio,deaths_gini_rel,0.000000,-0.074264,-0.075409,-0.072897,-0.361053,-0.045489,-0.091498,-0.073166,-0.417732,-0.145356
Minority_Ratio,deaths_gini_abs,0.109108,0.106097,0.086902,0.148032,0.096768,0.078434,0.146117,0.120763,0.085995,0.068435
Minority_Ratio,deaths_gini_rel,0.000000,-0.027593,-0.203518,0.356749,-0.113096,-0.281135,0.339205,0.106824,-0.211831,-0.372773
