,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000155,0.000145,0.000149,0.000151,0.000155,0.000149,0.000156,0.000130,0.000129
All,deaths_total_rel,0.000000,-0.064976,-0.121549,-0.099011,-0.087302,-0.065613,-0.098253,-0.059395,-0.215646,-0.221380
Elder_Ratio,deaths_gini_abs,0.313645,0.321895,0.253886,0.311703,0.316163,0.296348,0.310635,0.313349,0.240151,0.264154
Elder_Ratio,deaths_gini_rel,0.000000,0.026304,-0.190531,-0.006193,0.008028,-0.055148,-0.009599,-0.000945,-0.234324,-0.157793
Mean_Household_Income,deaths_gini_abs,0.065102,0.067620,0.074874,0.024821,0.055600,0.074264,0.065652,0.072047,0.020756,0.057194
Mean_Household_Income,deaths_gini_rel,0.000000,0.038680,0.150110,-0.618740,-0.145956,0.140735,0.008459,0.106675,-0.681173,-0.121461
EW_Ratio,deaths_gini_abs,0.038579,0.037958,0.053861,0.035994,0.016156,0.035961,0.044275,0.047455,0.015218,0.050820
EW_Ratio,deaths_gini_rel,0.000000,-0.016092,0.396127,-0.067003,-0.581224,-0.067860,0.147637,0.230074,-0.605536,0.317301
Minority_Ratio,deaths_gini_abs,0.112455,0.118699,0.078350,0.106058,0.110945,0.073405,0.122732,0.109570,0.064152,0.090963
Minority_Ratio,deaths_gini_rel,0.000000,0.055521,-0.303275,-0.056886,-0.013428,-0.347251,0.091388,-0.025658,-0.429534,-0.191114
