,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000209,0.000187,0.000196,0.000207,0.000204,0.000190,0.000195,0.000147,0.000161
All,deaths_total_rel,0.000000,-0.082941,-0.178522,-0.138855,-0.093488,-0.106497,-0.165164,-0.143353,-0.355397,-0.296264
Elder_Ratio,deaths_gini_abs,0.298448,0.295405,0.205902,0.304342,0.273318,0.313776,0.325193,0.320196,0.204323,0.231155
Elder_Ratio,deaths_gini_rel,0.000000,-0.010198,-0.310093,0.019748,-0.084202,0.051357,0.089611,0.072869,-0.315384,-0.225478
Mean_Household_Income,deaths_gini_abs,0.126062,0.133875,0.133474,0.053760,0.133374,0.101981,0.083688,0.076879,0.010917,0.117352
Mean_Household_Income,deaths_gini_rel,0.000000,0.061970,0.058794,-0.573543,0.058001,-0.191025,-0.336142,-0.390148,-0.913400,-0.069095
EW_Ratio,deaths_gini_abs,0.124095,0.126414,0.081233,0.095487,0.069180,0.142445,0.100367,0.103554,0.041740,0.203253
EW_Ratio,deaths_gini_rel,0.000000,0.018688,-0.345396,-0.230527,-0.442523,0.147876,-0.191205,-0.165524,-0.663640,0.637885
Minority_Ratio,deaths_gini_abs,0.132576,0.127737,0.182086,0.079209,0.135219,0.064141,0.031912,0.045621,0.022949,0.177542
Minority_Ratio,deaths_gini_rel,0.000000,-0.036504,0.373440,-0.402542,0.019930,-0.516193,-0.759294,-0.655887,-0.826898,0.339170
