,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000082,0.000091,0.000075,0.000082,0.000080,0.000080,0.000082,0.000083,0.000081,0.000066
All,deaths_total_rel,0.000000,0.102719,-0.092531,-0.004728,-0.028705,-0.022908,-0.000957,0.006135,-0.016942,-0.198458
Elder_Ratio,deaths_gini_abs,0.243037,0.228021,0.130966,0.230527,0.253736,0.195841,0.228347,0.226310,0.188983,0.114769
Elder_Ratio,deaths_gini_rel,0.000000,-0.061788,-0.461127,-0.051476,0.044021,-0.194193,-0.060444,-0.068825,-0.222413,-0.527774
Mean_Household_Income,deaths_gini_abs,0.031668,0.030010,0.021822,0.007993,0.048997,0.043970,0.068565,0.038929,0.011851,0.019744
Mean_Household_Income,deaths_gini_rel,0.000000,-0.052346,-0.310923,-0.747609,0.547206,0.388493,1.165152,0.229296,-0.625762,-0.376516
EW_Ratio,deaths_gini_abs,0.093648,0.093401,0.103080,0.095290,0.038577,0.085046,0.114179,0.099966,0.063319,0.096742
EW_Ratio,deaths_gini_rel,0.000000,-0.002642,0.100717,0.017533,-0.588063,-0.091854,0.219226,0.067462,-0.323861,0.033036
Minority_Ratio,deaths_gini_abs,0.082021,0.077111,0.043589,0.091785,0.089485,0.032381,0.130667,0.075824,0.043951,0.037962
Minority_Ratio,deaths_gini_rel,0.000000,-0.059862,-0.468568,0.119039,0.091003,-0.605206,0.593094,-0.075560,-0.464150,-0.537169
