,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000466,0.000456,0.000405,0.000445,0.000456,0.000489,0.000442,0.000389,0.000407
All,deaths_total_rel,0.000000,-0.064081,-0.083970,-0.186386,-0.106533,-0.083880,-0.018228,-0.113624,-0.219212,-0.183691
Elder_Ratio,deaths_gini_abs,0.130730,0.124530,0.072639,0.144197,0.140648,0.152358,0.130770,0.148910,0.098871,0.070796
Elder_Ratio,deaths_gini_rel,0.000000,-0.047426,-0.444360,0.103015,0.075868,0.165442,0.000305,0.139071,-0.243698,-0.458453
Mean_Household_Income,deaths_gini_abs,0.469877,0.467278,0.471706,0.400232,0.445523,0.454232,0.467798,0.435210,0.407158,0.467004
Mean_Household_Income,deaths_gini_rel,0.000000,-0.005531,0.003892,-0.148218,-0.051831,-0.033295,-0.004424,-0.073778,-0.133480,-0.006114
EW_Ratio,deaths_gini_abs,0.319482,0.314368,0.309301,0.243360,0.269451,0.313079,0.316364,0.282588,0.248442,0.348062
EW_Ratio,deaths_gini_rel,0.000000,-0.016008,-0.031866,-0.238265,-0.156599,-0.020039,-0.009757,-0.115479,-0.222360,0.089459
Minority_Ratio,deaths_gini_abs,0.401303,0.404781,0.411540,0.327130,0.384785,0.369977,0.396900,0.357324,0.339821,0.438198
Minority_Ratio,deaths_gini_rel,0.000000,0.008667,0.025508,-0.184831,-0.041163,-0.078063,-0.010973,-0.109592,-0.153206,0.091938
