,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000041,0.000041,0.000040,0.000039,0.000041,0.000041,0.000040,0.000035,0.000039
All,deaths_total_rel,0.000000,-0.009501,-0.012560,-0.027214,-0.052335,-0.010950,-0.007890,-0.023188,-0.151369,-0.066506
Elder_Ratio,deaths_gini_abs,0.289647,0.285340,0.270993,0.290057,0.299945,0.290180,0.284288,0.285505,0.258597,0.279772
Elder_Ratio,deaths_gini_rel,0.000000,-0.014871,-0.064402,0.001417,0.035552,0.001841,-0.018501,-0.014301,-0.107200,-0.034093
Mean_Household_Income,deaths_gini_abs,0.266604,0.260408,0.277532,0.258205,0.259951,0.260075,0.261075,0.269824,0.214694,0.262160
Mean_Household_Income,deaths_gini_rel,0.000000,-0.023240,0.040990,-0.031503,-0.024956,-0.024491,-0.020740,0.012077,-0.194709,-0.016668
EW_Ratio,deaths_gini_abs,0.086242,0.080151,0.100425,0.091346,0.060352,0.092794,0.096361,0.081370,0.041319,0.084769
EW_Ratio,deaths_gini_rel,0.000000,-0.070625,0.164456,0.059184,-0.300204,0.075974,0.117332,-0.056496,-0.520900,-0.017080
Minority_Ratio,deaths_gini_abs,0.202691,0.210919,0.215146,0.212717,0.207151,0.199618,0.201704,0.206313,0.149489,0.232315
Minority_Ratio,deaths_gini_rel,0.000000,0.040593,0.061446,0.049463,0.022002,-0.015165,-0.004873,0.017868,-0.262482,0.146152
