,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000078,0.000071,0.000078,0.000075,0.000079,0.000078,0.000080,0.000065,0.000063
All,deaths_total_rel,0.000000,-0.136893,-0.216568,-0.135566,-0.177675,-0.134647,-0.140159,-0.117089,-0.283483,-0.309514
Elder_Ratio,deaths_gini_abs,0.228021,0.227777,0.097822,0.225886,0.247308,0.196048,0.235260,0.217926,0.136424,0.154756
Elder_Ratio,deaths_gini_rel,0.000000,-0.001069,-0.570996,-0.009360,0.084584,-0.140219,0.031748,-0.044270,-0.401704,-0.321309
Mean_Household_Income,deaths_gini_abs,0.030010,0.035778,0.017890,0.013069,0.040381,0.055300,0.103013,0.040747,0.011072,0.027399
Mean_Household_Income,deaths_gini_rel,0.000000,0.192196,-0.403881,-0.564496,0.345577,0.842716,2.432630,0.357765,-0.631055,-0.086993
EW_Ratio,deaths_gini_abs,0.093401,0.086973,0.104030,0.099951,0.017339,0.098423,0.108104,0.098755,0.073626,0.081843
EW_Ratio,deaths_gini_rel,0.000000,-0.068823,0.113796,0.070123,-0.814363,0.053764,0.157417,0.057321,-0.211716,-0.123742
Minority_Ratio,deaths_gini_abs,0.077111,0.073488,0.043161,0.096978,0.099207,0.024120,0.151298,0.070359,0.034237,0.049104
Minority_Ratio,deaths_gini_rel,0.000000,-0.046985,-0.440281,0.257645,0.286541,-0.687208,0.962082,-0.087567,-0.556006,-0.363202
