,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000038,0.000041,0.000036,0.000035,0.000036,0.000036,0.000039,0.000035,0.000030,0.000032
All,deaths_total_rel,0.000000,0.077190,-0.054814,-0.081180,-0.050477,-0.067650,0.028274,-0.075976,-0.207285,-0.160104
Elder_Ratio,deaths_gini_abs,0.295643,0.289647,0.247905,0.287555,0.312024,0.296448,0.287143,0.305017,0.246976,0.239990
Elder_Ratio,deaths_gini_rel,0.000000,-0.020281,-0.161470,-0.027356,0.055410,0.002723,-0.028751,0.031708,-0.164613,-0.188242
Mean_Household_Income,deaths_gini_abs,0.275643,0.266604,0.273723,0.202959,0.260342,0.241070,0.281460,0.232385,0.206916,0.235006
Mean_Household_Income,deaths_gini_rel,0.000000,-0.032793,-0.006969,-0.263690,-0.055511,-0.125427,0.021104,-0.156937,-0.249333,-0.147426
EW_Ratio,deaths_gini_abs,0.086016,0.086242,0.114318,0.072127,0.047434,0.092488,0.102079,0.077782,0.044679,0.058870
EW_Ratio,deaths_gini_rel,0.000000,0.002623,0.329023,-0.161477,-0.448545,0.075232,0.186733,-0.095725,-0.480581,-0.315594
Minority_Ratio,deaths_gini_abs,0.202947,0.202691,0.204655,0.172305,0.187063,0.143700,0.199659,0.159361,0.134661,0.199806
Minority_Ratio,deaths_gini_rel,0.000000,-0.001258,0.008418,-0.150984,-0.078264,-0.291934,-0.016202,-0.214764,-0.336471,-0.015478
