,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000162,0.000159,0.000160,0.000163,0.000162,0.000160,0.000163,0.000156,0.000154
All,deaths_total_rel,0.000000,-0.019687,-0.039981,-0.032397,-0.018807,-0.020536,-0.031487,-0.013347,-0.055330,-0.067979
Elder_Ratio,deaths_gini_abs,0.313645,0.315989,0.294402,0.308224,0.310837,0.306905,0.315468,0.313770,0.296603,0.301023
Elder_Ratio,deaths_gini_rel,0.000000,0.007472,-0.061353,-0.017286,-0.008953,-0.021489,0.005810,0.000397,-0.054335,-0.040244
Mean_Household_Income,deaths_gini_abs,0.065102,0.065963,0.069395,0.048432,0.063862,0.074438,0.054033,0.064139,0.051561,0.061563
Mean_Household_Income,deaths_gini_rel,0.000000,0.013234,0.065943,-0.256060,-0.019042,0.143408,-0.170027,-0.014788,-0.208000,-0.054351
EW_Ratio,deaths_gini_abs,0.038579,0.037371,0.034194,0.031536,0.023759,0.034695,0.037657,0.039404,0.024390,0.036534
EW_Ratio,deaths_gini_rel,0.000000,-0.031303,-0.113663,-0.182553,-0.384132,-0.100684,-0.023886,0.021386,-0.367797,-0.053000
Minority_Ratio,deaths_gini_abs,0.112455,0.110222,0.097508,0.110129,0.107687,0.099653,0.111044,0.114291,0.095970,0.103346
Minority_Ratio,deaths_gini_rel,0.000000,-0.019860,-0.132914,-0.020684,-0.042398,-0.113842,-0.012543,0.016327,-0.146592,-0.080998
