,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000289,0.000278,0.000279,0.000284,0.000290,0.000281,0.000286,0.000266,0.000265
All,deaths_total_rel,0.000000,-0.053059,-0.090504,-0.085135,-0.068801,-0.051983,-0.081132,-0.063474,-0.130661,-0.131748
Elder_Ratio,deaths_gini_abs,0.228453,0.227909,0.177187,0.223820,0.221001,0.234303,0.232921,0.233720,0.194410,0.188442
Elder_Ratio,deaths_gini_rel,0.000000,-0.002385,-0.224408,-0.020282,-0.032621,0.025604,0.019557,0.023052,-0.149019,-0.175141
Mean_Household_Income,deaths_gini_abs,0.203322,0.204113,0.193471,0.150759,0.185665,0.179890,0.165405,0.170251,0.150429,0.199272
Mean_Household_Income,deaths_gini_rel,0.000000,0.003889,-0.048451,-0.258519,-0.086841,-0.115244,-0.186486,-0.162651,-0.260143,-0.019920
EW_Ratio,deaths_gini_abs,0.143136,0.144859,0.117602,0.100376,0.101408,0.131863,0.117934,0.123967,0.084510,0.162150
EW_Ratio,deaths_gini_rel,0.000000,0.012031,-0.178393,-0.298742,-0.291529,-0.078761,-0.176070,-0.133924,-0.409584,0.132834
Minority_Ratio,deaths_gini_abs,0.203770,0.204583,0.211268,0.160524,0.189213,0.172837,0.168965,0.174015,0.155885,0.228076
Minority_Ratio,deaths_gini_rel,0.000000,0.003991,0.036798,-0.212227,-0.071435,-0.151803,-0.170806,-0.146021,-0.234996,0.119283
