,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000081,0.000074,0.000081,0.000078,0.000080,0.000082,0.000083,0.000068,0.000067
All,deaths_total_rel,0.000000,-0.110300,-0.188648,-0.109637,-0.143630,-0.114230,-0.092589,-0.087944,-0.247397,-0.261535
Elder_Ratio,deaths_gini_abs,0.228021,0.233219,0.118478,0.223385,0.247293,0.196939,0.228827,0.228411,0.146095,0.154440
Elder_Ratio,deaths_gini_rel,0.000000,0.022797,-0.480405,-0.020331,0.084522,-0.136312,0.003537,0.001711,-0.359292,-0.322694
Mean_Household_Income,deaths_gini_abs,0.030010,0.030310,0.024728,0.011083,0.047352,0.051967,0.070669,0.034109,0.011933,0.027038
Mean_Household_Income,deaths_gini_rel,0.000000,0.010008,-0.176020,-0.630687,0.577877,0.731661,1.354838,0.136578,-0.602377,-0.099030
EW_Ratio,deaths_gini_abs,0.093401,0.092472,0.095754,0.105924,0.036667,0.091456,0.107392,0.099538,0.075982,0.087412
EW_Ratio,deaths_gini_rel,0.000000,-0.009946,0.025190,0.134077,-0.607425,-0.020820,0.149797,0.065710,-0.186495,-0.064125
Minority_Ratio,deaths_gini_abs,0.077111,0.071909,0.041014,0.091092,0.092200,0.029520,0.131496,0.075473,0.033367,0.040570
Minority_Ratio,deaths_gini_rel,0.000000,-0.067461,-0.468118,0.181313,0.195674,-0.617175,0.705274,-0.021242,-0.567286,-0.473873
