,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000104,0.000098,0.000100,0.000102,0.000103,0.000105,0.000101,0.000092,0.000095
All,deaths_total_rel,0.000000,-0.024477,-0.078885,-0.058878,-0.040644,-0.031900,-0.017506,-0.052025,-0.142390,-0.107536
Elder_Ratio,deaths_gini_abs,0.230873,0.226802,0.191120,0.242746,0.229527,0.218614,0.229495,0.234619,0.182885,0.195899
Elder_Ratio,deaths_gini_rel,0.000000,-0.017637,-0.172186,0.051426,-0.005831,-0.053101,-0.005970,0.016224,-0.207855,-0.151489
Mean_Household_Income,deaths_gini_abs,0.120154,0.114926,0.124726,0.074263,0.120995,0.138094,0.111153,0.083423,0.091532,0.120290
Mean_Household_Income,deaths_gini_rel,0.000000,-0.043515,0.038046,-0.381933,0.006995,0.149310,-0.074911,-0.305701,-0.238216,0.001133
EW_Ratio,deaths_gini_abs,0.065892,0.067604,0.066472,0.045447,0.039794,0.070759,0.065023,0.047907,0.026630,0.090525
EW_Ratio,deaths_gini_rel,0.000000,0.025980,0.008796,-0.310284,-0.396072,0.073850,-0.013191,-0.272945,-0.595850,0.373825
Minority_Ratio,deaths_gini_abs,0.059840,0.054439,0.046545,0.059008,0.048433,0.035259,0.060336,0.062474,0.033891,0.059797
Minority_Ratio,deaths_gini_rel,0.000000,-0.090272,-0.222184,-0.013905,-0.190639,-0.410789,0.008280,0.044014,-0.433646,-0.000722
