,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000488,0.000486,0.000469,0.000487,0.000487,0.000480,0.000485,0.000443,0.000465
All,deaths_total_rel,0.000000,-0.021241,-0.025089,-0.057886,-0.021689,-0.023220,-0.036496,-0.026512,-0.110422,-0.066905
Elder_Ratio,deaths_gini_abs,0.130730,0.127612,0.109265,0.134940,0.132024,0.134434,0.140078,0.136804,0.096990,0.097583
Elder_Ratio,deaths_gini_rel,0.000000,-0.023851,-0.164188,0.032206,0.009898,0.028335,0.071506,0.046461,-0.258091,-0.253549
Mean_Household_Income,deaths_gini_abs,0.469877,0.471217,0.470723,0.451882,0.466949,0.468128,0.460082,0.463383,0.434367,0.478051
Mean_Household_Income,deaths_gini_rel,0.000000,0.002852,0.001800,-0.038297,-0.006231,-0.003721,-0.020846,-0.013819,-0.075573,0.017396
EW_Ratio,deaths_gini_abs,0.319482,0.317574,0.313071,0.298845,0.309279,0.320848,0.307495,0.309901,0.273079,0.347844
EW_Ratio,deaths_gini_rel,0.000000,-0.005970,-0.020065,-0.064596,-0.031935,0.004277,-0.037520,-0.029988,-0.145242,0.088777
Minority_Ratio,deaths_gini_abs,0.401303,0.406852,0.408070,0.379378,0.400952,0.391721,0.386696,0.393083,0.359009,0.441609
Minority_Ratio,deaths_gini_rel,0.000000,0.013826,0.016860,-0.054634,-0.000876,-0.023879,-0.036400,-0.020485,-0.105393,0.100437
