,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000038,0.000036,0.000037,0.000036,0.000039,0.000037,0.000031,0.000032
All,deaths_total_rel,0.000000,-0.059581,-0.085668,-0.123027,-0.099517,-0.115781,-0.052335,-0.114976,-0.240902,-0.221739
Elder_Ratio,deaths_gini_abs,0.289647,0.289135,0.241337,0.283535,0.303116,0.294284,0.293365,0.294592,0.251484,0.252646
Elder_Ratio,deaths_gini_rel,0.000000,-0.001768,-0.166788,-0.021101,0.046501,0.016008,0.012837,0.017074,-0.131757,-0.127746
Mean_Household_Income,deaths_gini_abs,0.266604,0.281602,0.275076,0.214654,0.260561,0.239760,0.279868,0.229839,0.196905,0.242693
Mean_Household_Income,deaths_gini_rel,0.000000,0.056254,0.031777,-0.194858,-0.022669,-0.100689,0.049751,-0.137903,-0.261433,-0.089686
EW_Ratio,deaths_gini_abs,0.086242,0.085321,0.111330,0.078218,0.042175,0.085241,0.107838,0.075767,0.041322,0.057622
EW_Ratio,deaths_gini_rel,0.000000,-0.010684,0.290903,-0.093044,-0.510967,-0.011613,0.250409,-0.121463,-0.520855,-0.331852
Minority_Ratio,deaths_gini_abs,0.202691,0.208952,0.218346,0.174848,0.202662,0.151270,0.205717,0.160346,0.136320,0.213785
Minority_Ratio,deaths_gini_rel,0.000000,0.030886,0.077234,-0.137371,-0.000146,-0.253691,0.014926,-0.208918,-0.327451,0.054732
