,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000040,0.000039,0.000036,0.000037,0.000037,0.000039,0.000037,0.000031,0.000035
All,deaths_total_rel,0.000000,-0.024316,-0.064090,-0.123188,-0.099195,-0.111916,-0.050725,-0.112238,-0.249919,-0.162963
Elder_Ratio,deaths_gini_abs,0.289647,0.291962,0.257120,0.282409,0.313418,0.284181,0.289277,0.304894,0.252007,0.245500
Elder_Ratio,deaths_gini_rel,0.000000,0.007992,-0.112300,-0.024989,0.082070,-0.018870,-0.001276,0.052641,-0.129952,-0.152415
Mean_Household_Income,deaths_gini_abs,0.266604,0.279941,0.281504,0.220706,0.273228,0.247897,0.273443,0.240988,0.176754,0.242426
Mean_Household_Income,deaths_gini_rel,0.000000,0.050024,0.055887,-0.172160,0.024846,-0.070168,0.025653,-0.096081,-0.337018,-0.090689
EW_Ratio,deaths_gini_abs,0.086242,0.088897,0.107400,0.094266,0.047929,0.095582,0.116376,0.069905,0.025806,0.072007
EW_Ratio,deaths_gini_rel,0.000000,0.030790,0.245327,0.093034,-0.444253,0.108294,0.349409,-0.189431,-0.700770,-0.165064
Minority_Ratio,deaths_gini_abs,0.202691,0.216229,0.208629,0.182873,0.203506,0.160367,0.197127,0.156440,0.117618,0.229874
Minority_Ratio,deaths_gini_rel,0.000000,0.066789,0.029295,-0.097775,0.004019,-0.208815,-0.027453,-0.228187,-0.419720,0.134109
