,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000214,0.000198,0.000205,0.000213,0.000213,0.000200,0.000203,0.000173,0.000179
All,deaths_total_rel,0.000000,-0.061847,-0.130867,-0.101320,-0.068245,-0.065511,-0.124198,-0.108125,-0.239574,-0.214254
Elder_Ratio,deaths_gini_abs,0.298448,0.293180,0.227270,0.302992,0.279712,0.307342,0.320527,0.312071,0.239289,0.249102
Elder_Ratio,deaths_gini_rel,0.000000,-0.017651,-0.238496,0.015225,-0.062778,0.029799,0.073977,0.045645,-0.198223,-0.165342
Mean_Household_Income,deaths_gini_abs,0.126062,0.133103,0.132548,0.067768,0.128981,0.107617,0.079226,0.085785,0.039424,0.116821
Mean_Household_Income,deaths_gini_rel,0.000000,0.055849,0.051444,-0.462426,0.023150,-0.146317,-0.371531,-0.319504,-0.687267,-0.073306
EW_Ratio,deaths_gini_abs,0.124095,0.127918,0.094292,0.105514,0.082300,0.136345,0.108870,0.110346,0.054523,0.175234
EW_Ratio,deaths_gini_rel,0.000000,0.030807,-0.240158,-0.149730,-0.336796,0.098716,-0.122685,-0.110795,-0.560637,0.412097
Minority_Ratio,deaths_gini_abs,0.132576,0.129830,0.171181,0.090535,0.131496,0.082949,0.057187,0.076339,0.060403,0.159870
Minority_Ratio,deaths_gini_rel,0.000000,-0.020718,0.291191,-0.317107,-0.008152,-0.374331,-0.568651,-0.424190,-0.544394,0.205870
