,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000038,0.000041,0.000034,0.000037,0.000036,0.000038,0.000037,0.000039,0.000032,0.000031
All,deaths_total_rel,0.000000,0.090700,-0.112768,-0.025221,-0.048866,0.014308,-0.010428,0.028495,-0.144295,-0.183339
Elder_Ratio,deaths_gini_abs,0.311163,0.316714,0.228937,0.316413,0.325170,0.310124,0.311891,0.314370,0.263004,0.285480
Elder_Ratio,deaths_gini_rel,0.000000,0.017839,-0.264253,0.016873,0.045017,-0.003340,0.002342,0.010308,-0.154769,-0.082536
Mean_Household_Income,deaths_gini_abs,0.076880,0.074212,0.071967,0.033003,0.083654,0.093603,0.046636,0.066655,0.061701,0.072358
Mean_Household_Income,deaths_gini_rel,0.000000,-0.034702,-0.063913,-0.570718,0.088102,0.217518,-0.393398,-0.133002,-0.197435,-0.058829
EW_Ratio,deaths_gini_abs,0.120279,0.130472,0.113602,0.113838,0.061248,0.122322,0.124888,0.120697,0.077406,0.106412
EW_Ratio,deaths_gini_rel,0.000000,0.084749,-0.055513,-0.053547,-0.490787,0.016985,0.038320,0.003478,-0.356446,-0.115289
Minority_Ratio,deaths_gini_abs,0.117990,0.109108,0.095974,0.158934,0.107002,0.058168,0.168589,0.107262,0.088361,0.109488
Minority_Ratio,deaths_gini_rel,0.000000,-0.075278,-0.186590,0.347013,-0.093126,-0.507005,0.428850,-0.090920,-0.251115,-0.072057
