,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000038,0.000036,0.000037,0.000036,0.000039,0.000035,0.000028,0.000031
All,deaths_total_rel,0.000000,-0.061192,-0.089211,-0.129147,-0.095330,-0.137681,-0.057166,-0.146055,-0.325121,-0.238325
Elder_Ratio,deaths_gini_abs,0.289647,0.300644,0.249180,0.293779,0.308678,0.290171,0.287973,0.293753,0.226483,0.230379
Elder_Ratio,deaths_gini_rel,0.000000,0.037967,-0.139710,0.014264,0.065705,0.001810,-0.005780,0.014175,-0.218073,-0.204623
Mean_Household_Income,deaths_gini_abs,0.266604,0.265605,0.275573,0.221916,0.261413,0.233452,0.277341,0.240038,0.165092,0.231706
Mean_Household_Income,deaths_gini_rel,0.000000,-0.003747,0.033643,-0.167619,-0.019471,-0.124348,0.040272,-0.099648,-0.380760,-0.130898
EW_Ratio,deaths_gini_abs,0.086242,0.082769,0.109091,0.097339,0.046163,0.108241,0.121934,0.078521,0.030655,0.085903
EW_Ratio,deaths_gini_rel,0.000000,-0.040275,0.264944,0.128672,-0.464731,0.255087,0.413859,-0.089530,-0.644546,-0.003936
Minority_Ratio,deaths_gini_abs,0.202691,0.209861,0.218411,0.182572,0.191078,0.147065,0.184359,0.153384,0.088436,0.223997
Minority_Ratio,deaths_gini_rel,0.000000,0.035370,0.077554,-0.099263,-0.057298,-0.274440,-0.090447,-0.243262,-0.563694,0.105115
