,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000046,0.000041,0.000045,0.000044,0.000045,0.000046,0.000046,0.000039,0.000037
All,deaths_total_rel,0.000000,-0.048006,-0.154007,-0.079288,-0.093457,-0.077429,-0.050329,-0.057220,-0.193573,-0.237553
Elder_Ratio,deaths_gini_abs,0.341207,0.343815,0.279237,0.349405,0.362440,0.333469,0.351638,0.346926,0.276240,0.275996
Elder_Ratio,deaths_gini_rel,0.000000,0.007643,-0.181621,0.024026,0.062227,-0.022679,0.030570,0.016759,-0.190404,-0.191119
Mean_Household_Income,deaths_gini_abs,0.125455,0.126852,0.115352,0.096005,0.123098,0.124910,0.133276,0.123187,0.080471,0.093503
Mean_Household_Income,deaths_gini_rel,0.000000,0.011129,-0.080536,-0.234748,-0.018789,-0.004350,0.062342,-0.018083,-0.358565,-0.254692
EW_Ratio,deaths_gini_abs,0.120723,0.132104,0.133143,0.143238,0.085871,0.135821,0.138066,0.124040,0.106776,0.113782
EW_Ratio,deaths_gini_rel,0.000000,0.094276,0.102883,0.186501,-0.288694,0.125067,0.143659,0.027479,-0.115529,-0.057497
Minority_Ratio,deaths_gini_abs,0.205993,0.206120,0.173988,0.211258,0.216493,0.158091,0.238967,0.213930,0.177817,0.156563
Minority_Ratio,deaths_gini_rel,0.000000,0.000618,-0.155368,0.025560,0.050972,-0.232543,0.160073,0.038531,-0.136782,-0.239958
