,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000038,0.000036,0.000035,0.000036,0.000036,0.000039,0.000035,0.000030,0.000032
All,deaths_total_rel,0.000000,-0.071659,-0.122544,-0.147021,-0.118519,-0.134461,-0.045411,-0.142190,-0.264090,-0.220290
Elder_Ratio,deaths_gini_abs,0.289647,0.295643,0.247905,0.287555,0.312024,0.296448,0.287143,0.305017,0.246976,0.239990
Elder_Ratio,deaths_gini_rel,0.000000,0.020700,-0.144112,-0.007221,0.077257,0.023480,-0.008646,0.053065,-0.147320,-0.171438
Mean_Household_Income,deaths_gini_abs,0.266604,0.275643,0.273723,0.202959,0.260342,0.241070,0.281460,0.232385,0.206916,0.235006
Mean_Household_Income,deaths_gini_rel,0.000000,0.033905,0.026700,-0.238725,-0.023488,-0.095774,0.055724,-0.128353,-0.223882,-0.118519
EW_Ratio,deaths_gini_abs,0.086242,0.086016,0.114318,0.072127,0.047434,0.092488,0.102079,0.077782,0.044679,0.058870
EW_Ratio,deaths_gini_rel,0.000000,-0.002616,0.325546,-0.163671,-0.449988,0.072419,0.183628,-0.098091,-0.481940,-0.317384
Minority_Ratio,deaths_gini_abs,0.202691,0.202947,0.204655,0.172305,0.187063,0.143700,0.199659,0.159361,0.134661,0.199806
Minority_Ratio,deaths_gini_rel,0.000000,0.001260,0.009688,-0.149915,-0.077102,-0.291042,-0.014963,-0.213774,-0.335635,-0.014238
