,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000038,0.000036,0.000038,0.000037,0.000039,0.000039,0.000039,0.000031,0.000031
All,deaths_total_rel,0.000000,-0.072262,-0.133963,-0.068705,-0.107059,-0.047471,-0.057143,-0.044580,-0.258143,-0.254030
Elder_Ratio,deaths_gini_abs,0.316714,0.304315,0.245695,0.315491,0.332181,0.304658,0.307445,0.312141,0.231008,0.242928
Elder_Ratio,deaths_gini_rel,0.000000,-0.039146,-0.224235,-0.003861,0.048839,-0.038064,-0.029264,-0.014436,-0.270610,-0.232973
Mean_Household_Income,deaths_gini_abs,0.074212,0.083105,0.072293,0.036762,0.089241,0.093869,0.042718,0.067109,0.066799,0.088827
Mean_Household_Income,deaths_gini_rel,0.000000,0.119833,-0.025860,-0.504644,0.202508,0.264864,-0.424385,-0.095714,-0.099897,0.196924
EW_Ratio,deaths_gini_abs,0.130472,0.117462,0.114655,0.110652,0.070459,0.124049,0.126667,0.115014,0.064663,0.098489
EW_Ratio,deaths_gini_rel,0.000000,-0.099720,-0.121233,-0.151912,-0.459968,-0.049230,-0.029165,-0.118478,-0.504395,-0.245133
Minority_Ratio,deaths_gini_abs,0.109108,0.106955,0.099185,0.159506,0.106595,0.074990,0.147023,0.124527,0.079637,0.048699
Minority_Ratio,deaths_gini_rel,0.000000,-0.019728,-0.090943,0.461914,-0.023029,-0.312693,0.347504,0.141321,-0.270110,-0.553658
