,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000266,0.000251,0.000255,0.000263,0.000266,0.000256,0.000259,0.000197,0.000207
All,deaths_total_rel,0.000000,-0.128972,-0.176898,-0.165503,-0.137892,-0.130564,-0.162554,-0.150707,-0.354882,-0.321763
Elder_Ratio,deaths_gini_abs,0.228453,0.228348,0.132650,0.215305,0.216939,0.241451,0.235295,0.236299,0.118785,0.127873
Elder_Ratio,deaths_gini_rel,0.000000,-0.000463,-0.419357,-0.057552,-0.050401,0.056894,0.029946,0.034342,-0.480048,-0.440265
Mean_Household_Income,deaths_gini_abs,0.203322,0.201124,0.185883,0.106428,0.164085,0.158542,0.116157,0.125891,0.041877,0.205986
Mean_Household_Income,deaths_gini_rel,0.000000,-0.010811,-0.085770,-0.476552,-0.192981,-0.220242,-0.428702,-0.380829,-0.794037,0.013105
EW_Ratio,deaths_gini_abs,0.143136,0.147799,0.100704,0.065644,0.065917,0.125578,0.086652,0.093130,0.010533,0.222032
EW_Ratio,deaths_gini_rel,0.000000,0.032572,-0.296449,-0.541392,-0.539482,-0.122667,-0.394617,-0.349364,-0.926410,0.551192
Minority_Ratio,deaths_gini_abs,0.203770,0.207694,0.216617,0.129746,0.173141,0.138268,0.127451,0.134018,0.057553,0.293844
Minority_Ratio,deaths_gini_rel,0.000000,0.019256,0.063048,-0.363271,-0.150309,-0.321451,-0.374533,-0.342308,-0.717557,0.442038
