,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000086,0.000081,0.000085,0.000085,0.000085,0.000085,0.000086,0.000077,0.000078
All,deaths_total_rel,0.000000,-0.051909,-0.103869,-0.059259,-0.067630,-0.060994,-0.065027,-0.049306,-0.148887,-0.146233
Elder_Ratio,deaths_gini_abs,0.228021,0.230558,0.167995,0.229122,0.240402,0.217992,0.230121,0.221159,0.176227,0.182698
Elder_Ratio,deaths_gini_rel,0.000000,0.011130,-0.263248,0.004828,0.054299,-0.043981,0.009211,-0.030094,-0.227143,-0.198765
Mean_Household_Income,deaths_gini_abs,0.030010,0.024500,0.026683,0.010479,0.037356,0.040958,0.052657,0.034932,0.015004,0.029852
Mean_Household_Income,deaths_gini_rel,0.000000,-0.183596,-0.110878,-0.650803,0.244788,0.364823,0.754629,0.164003,-0.500049,-0.005264
EW_Ratio,deaths_gini_abs,0.093401,0.088999,0.100388,0.092518,0.053982,0.089728,0.096898,0.093563,0.075372,0.093780
EW_Ratio,deaths_gini_rel,0.000000,-0.047130,0.074804,-0.009449,-0.422038,-0.039325,0.037441,0.001732,-0.193029,0.004056
Minority_Ratio,deaths_gini_abs,0.077111,0.070396,0.061815,0.089651,0.085009,0.047779,0.116068,0.073143,0.048713,0.039879
Minority_Ratio,deaths_gini_rel,0.000000,-0.087079,-0.198364,0.162620,0.102419,-0.380389,0.505208,-0.051463,-0.368278,-0.482839
