,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000482,0.000478,0.000450,0.000475,0.000477,0.000492,0.000472,0.000425,0.000450
All,deaths_total_rel,0.000000,-0.033284,-0.041408,-0.097186,-0.047653,-0.042005,-0.012649,-0.052297,-0.147792,-0.097494
Elder_Ratio,deaths_gini_abs,0.130730,0.124951,0.099703,0.137034,0.136744,0.138786,0.133656,0.137515,0.095028,0.090488
Elder_Ratio,deaths_gini_rel,0.000000,-0.044205,-0.237338,0.048227,0.046007,0.061628,0.022384,0.051901,-0.273098,-0.307824
Mean_Household_Income,deaths_gini_abs,0.469877,0.471205,0.469257,0.436379,0.459144,0.463736,0.465965,0.454841,0.420869,0.477195
Mean_Household_Income,deaths_gini_rel,0.000000,0.002826,-0.001319,-0.071291,-0.022841,-0.013070,-0.008326,-0.032000,-0.104299,0.015574
EW_Ratio,deaths_gini_abs,0.319482,0.318166,0.309091,0.275767,0.297119,0.319170,0.314439,0.300851,0.255782,0.352780
EW_Ratio,deaths_gini_rel,0.000000,-0.004119,-0.032522,-0.136830,-0.069996,-0.000976,-0.015783,-0.058315,-0.199384,0.104225
Minority_Ratio,deaths_gini_abs,0.401303,0.410352,0.406626,0.360784,0.391832,0.386131,0.394739,0.381631,0.348261,0.446527
Minority_Ratio,deaths_gini_rel,0.000000,0.022548,0.013264,-0.100970,-0.023603,-0.037807,-0.016357,-0.049021,-0.132175,0.112692
