,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000040,0.000039,0.000038,0.000038,0.000038,0.000040,0.000038,0.000033,0.000034
All,deaths_total_rel,0.000000,-0.027858,-0.059581,-0.088889,-0.086312,-0.087440,-0.030435,-0.088245,-0.204992,-0.169726
Elder_Ratio,deaths_gini_abs,0.289647,0.295326,0.260767,0.286411,0.294258,0.312136,0.292065,0.301703,0.257144,0.255220
Elder_Ratio,deaths_gini_rel,0.000000,0.019607,-0.099708,-0.011172,0.015919,0.077642,0.008348,0.041623,-0.112214,-0.118857
Mean_Household_Income,deaths_gini_abs,0.266604,0.278583,0.268485,0.235960,0.263832,0.253442,0.266464,0.249946,0.192151,0.249427
Mean_Household_Income,deaths_gini_rel,0.000000,0.044930,0.007055,-0.114941,-0.010398,-0.049370,-0.000524,-0.062482,-0.279266,-0.064429
EW_Ratio,deaths_gini_abs,0.086242,0.101815,0.105667,0.096162,0.053359,0.086783,0.099018,0.066516,0.035415,0.083935
EW_Ratio,deaths_gini_rel,0.000000,0.180577,0.225234,0.115019,-0.381292,0.006271,0.148141,-0.228727,-0.589358,-0.026750
Minority_Ratio,deaths_gini_abs,0.202691,0.207500,0.215303,0.185010,0.207815,0.165749,0.204658,0.169180,0.137682,0.219750
Minority_Ratio,deaths_gini_rel,0.000000,0.023723,0.062222,-0.087232,0.025279,-0.182259,0.009701,-0.165333,-0.320729,0.084158
