,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000094,0.000082,0.000087,0.000092,0.000094,0.000088,0.000090,0.000077,0.000075
All,deaths_total_rel,0.000000,-0.118583,-0.230609,-0.188094,-0.142174,-0.123053,-0.174527,-0.154855,-0.275821,-0.293425
Elder_Ratio,deaths_gini_abs,0.230873,0.237653,0.101317,0.263016,0.237273,0.208053,0.264789,0.249084,0.139832,0.150945
Elder_Ratio,deaths_gini_rel,0.000000,0.029366,-0.561158,0.139221,0.027720,-0.098843,0.146903,0.078876,-0.394333,-0.346199
Mean_Household_Income,deaths_gini_abs,0.120154,0.113804,0.148922,0.010972,0.117301,0.138662,0.013806,0.056733,0.093175,0.129534
Mean_Household_Income,deaths_gini_rel,0.000000,-0.052848,0.239427,-0.908685,-0.023744,0.154031,-0.885098,-0.527829,-0.224538,0.078067
EW_Ratio,deaths_gini_abs,0.065892,0.065272,0.056054,0.040850,0.007876,0.061003,0.048472,0.049323,0.028902,0.094540
EW_Ratio,deaths_gini_rel,0.000000,-0.009412,-0.149317,-0.380045,-0.880469,-0.074200,-0.264383,-0.251464,-0.561376,0.434765
Minority_Ratio,deaths_gini_abs,0.059840,0.054818,0.061397,0.124226,0.041421,0.010128,0.136875,0.071655,0.030413,0.073344
Minority_Ratio,deaths_gini_rel,0.000000,-0.083934,0.026014,1.075950,-0.307812,-0.830748,1.287336,0.197440,-0.491762,0.225653
