,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000071,0.000073,0.000070,0.000069,0.000071,0.000071,0.000071,0.000058,0.000054
All,deaths_total_rel,0.000000,-0.213761,-0.198704,-0.233922,-0.234790,-0.220243,-0.223459,-0.220345,-0.361882,-0.405318
Elder_Ratio,deaths_gini_abs,0.228021,0.235286,0.115195,0.234753,0.254782,0.200015,0.247883,0.225041,0.154485,0.218957
Elder_Ratio,deaths_gini_rel,0.000000,0.031861,-0.494807,0.029523,0.117363,-0.122819,0.087107,-0.013069,-0.322497,-0.039751
Mean_Household_Income,deaths_gini_abs,0.030010,0.039127,0.027397,0.013520,0.046730,0.062494,0.128558,0.034227,0.008982,0.035786
Mean_Household_Income,deaths_gini_rel,0.000000,0.303787,-0.087059,-0.549496,0.557156,1.082434,3.283835,0.140520,-0.700711,0.192471
EW_Ratio,deaths_gini_abs,0.093401,0.088592,0.107344,0.078675,0.010561,0.109779,0.107924,0.096410,0.074189,0.093335
EW_Ratio,deaths_gini_rel,0.000000,-0.051489,0.149282,-0.157667,-0.886926,0.175348,0.155496,0.032212,-0.205692,-0.000711
Minority_Ratio,deaths_gini_abs,0.077111,0.082433,0.043585,0.105779,0.099639,0.018995,0.170460,0.081793,0.042420,0.082414
Minority_Ratio,deaths_gini_rel,0.000000,0.069013,-0.434780,0.371771,0.292153,-0.753666,1.210574,0.060721,-0.449890,0.068766
