,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000289,0.000278,0.000280,0.000287,0.000289,0.000300,0.000283,0.000250,0.000260
All,deaths_total_rel,0.000000,-0.053801,-0.090827,-0.083123,-0.060515,-0.053887,-0.018647,-0.074342,-0.182730,-0.147931
Elder_Ratio,deaths_gini_abs,0.228453,0.226788,0.174360,0.221155,0.226125,0.233225,0.227513,0.229496,0.166450,0.174946
Elder_Ratio,deaths_gini_rel,0.000000,-0.007292,-0.236781,-0.031947,-0.010193,0.020884,-0.004115,0.004565,-0.271405,-0.234215
Mean_Household_Income,deaths_gini_abs,0.203322,0.198352,0.189205,0.151866,0.184261,0.185224,0.195666,0.162905,0.106192,0.201733
Mean_Household_Income,deaths_gini_rel,0.000000,-0.024446,-0.069430,-0.253074,-0.093747,-0.089009,-0.037656,-0.198782,-0.477715,-0.007815
EW_Ratio,deaths_gini_abs,0.143136,0.146022,0.108344,0.096091,0.109605,0.134856,0.136425,0.113102,0.040914,0.183840
EW_Ratio,deaths_gini_rel,0.000000,0.020159,-0.243072,-0.328677,-0.234259,-0.057849,-0.046886,-0.209830,-0.714162,0.284365
Minority_Ratio,deaths_gini_abs,0.203770,0.202005,0.210008,0.155583,0.190370,0.171515,0.196309,0.161450,0.119175,0.260692
Minority_Ratio,deaths_gini_rel,0.000000,-0.008659,0.030615,-0.236476,-0.065761,-0.158291,-0.036612,-0.207684,-0.415148,0.279347
