,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000101,0.000107,0.000096,0.000097,0.000101,0.000102,0.000099,0.000100,0.000091,0.000092
All,deaths_total_rel,0.000000,0.056087,-0.046188,-0.041322,0.001206,0.004845,-0.024352,-0.008422,-0.095974,-0.088134
Elder_Ratio,deaths_gini_abs,0.235253,0.230873,0.169746,0.251922,0.233634,0.221955,0.247581,0.245956,0.184733,0.188451
Elder_Ratio,deaths_gini_rel,0.000000,-0.018617,-0.278453,0.070856,-0.006882,-0.056525,0.052402,0.045494,-0.214749,-0.198945
Mean_Household_Income,deaths_gini_abs,0.116635,0.120154,0.125245,0.058381,0.118081,0.131822,0.065152,0.075402,0.092583,0.127765
Mean_Household_Income,deaths_gini_rel,0.000000,0.030169,0.073812,-0.499459,0.012393,0.130203,-0.441405,-0.353520,-0.206221,0.095423
EW_Ratio,deaths_gini_abs,0.063018,0.065892,0.058374,0.043461,0.026549,0.064827,0.048315,0.051617,0.033229,0.085309
EW_Ratio,deaths_gini_rel,0.000000,0.045613,-0.073686,-0.310340,-0.578716,0.028704,-0.233318,-0.180923,-0.472714,0.353726
Minority_Ratio,deaths_gini_abs,0.057616,0.059840,0.052339,0.071460,0.045818,0.027163,0.072376,0.063709,0.036880,0.065584
Minority_Ratio,deaths_gini_rel,0.000000,0.038601,-0.091589,0.240270,-0.204782,-0.528558,0.256163,0.105740,-0.359901,0.138283
