,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000038,0.000035,0.000039,0.000037,0.000040,0.000039,0.000039,0.000030,0.000030
All,deaths_total_rel,0.000000,-0.087271,-0.147638,-0.061923,-0.097276,-0.038911,-0.062590,-0.052474,-0.277710,-0.278822
Elder_Ratio,deaths_gini_abs,0.316714,0.305808,0.242967,0.317851,0.337140,0.302921,0.300285,0.314314,0.213192,0.255859
Elder_Ratio,deaths_gini_rel,0.000000,-0.034432,-0.232850,0.003591,0.064495,-0.043547,-0.051872,-0.007578,-0.326861,-0.192144
Mean_Household_Income,deaths_gini_abs,0.074212,0.083835,0.088170,0.037780,0.099030,0.089475,0.043373,0.055653,0.049225,0.097955
Mean_Household_Income,deaths_gini_rel,0.000000,0.129662,0.188080,-0.490919,0.334411,0.205667,-0.415550,-0.250084,-0.336701,0.319925
EW_Ratio,deaths_gini_abs,0.130472,0.126384,0.106363,0.119538,0.073521,0.113598,0.117749,0.115937,0.051996,0.104324
EW_Ratio,deaths_gini_rel,0.000000,-0.031336,-0.184781,-0.083804,-0.436499,-0.129333,-0.097515,-0.111408,-0.601478,-0.200409
Minority_Ratio,deaths_gini_abs,0.109108,0.111961,0.089605,0.164454,0.091587,0.071061,0.162870,0.127996,0.079561,0.053943
Minority_Ratio,deaths_gini_rel,0.000000,0.026150,-0.178742,0.507268,-0.160577,-0.348703,0.492744,0.173119,-0.270800,-0.505595
