,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000269,0.000249,0.000254,0.000257,0.000266,0.000254,0.000257,0.000208,0.000207
All,deaths_total_rel,0.000000,-0.120181,-0.183537,-0.168085,-0.158272,-0.128133,-0.166934,-0.159531,-0.318545,-0.322613
Elder_Ratio,deaths_gini_abs,0.228453,0.231156,0.129512,0.221021,0.209355,0.240764,0.237140,0.227195,0.144424,0.124555
Elder_Ratio,deaths_gini_rel,0.000000,0.011828,-0.433092,-0.032534,-0.083597,0.053888,0.038024,-0.005510,-0.367820,-0.454789
Mean_Household_Income,deaths_gini_abs,0.203322,0.200189,0.186252,0.108687,0.159025,0.157709,0.112628,0.122553,0.059606,0.188317
Mean_Household_Income,deaths_gini_rel,0.000000,-0.015408,-0.083953,-0.465443,-0.217865,-0.224339,-0.446061,-0.397245,-0.706841,-0.073797
EW_Ratio,deaths_gini_abs,0.143136,0.145897,0.102102,0.063562,0.051079,0.124754,0.072696,0.090126,0.025323,0.181929
EW_Ratio,deaths_gini_rel,0.000000,0.019282,-0.286679,-0.555932,-0.643143,-0.128429,-0.492121,-0.370349,-0.823086,0.271020
Minority_Ratio,deaths_gini_abs,0.203770,0.203292,0.220818,0.128683,0.166591,0.135744,0.125856,0.128622,0.074583,0.253786
Minority_Ratio,deaths_gini_rel,0.000000,-0.002347,0.083662,-0.368487,-0.182454,-0.333837,-0.382361,-0.368789,-0.633983,0.245454
