,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000047,0.000044,0.000047,0.000046,0.000046,0.000049,0.000047,0.000043,0.000042
All,deaths_total_rel,0.000000,-0.023616,-0.081765,-0.036314,-0.059233,-0.053117,0.004259,-0.024313,-0.119551,-0.129075
Elder_Ratio,deaths_gini_abs,0.341207,0.346735,0.314715,0.339743,0.353960,0.333753,0.347422,0.346924,0.304392,0.295374
Elder_Ratio,deaths_gini_rel,0.000000,0.016199,-0.077643,-0.004292,0.037374,-0.021846,0.018213,0.016755,-0.107898,-0.134326
Mean_Household_Income,deaths_gini_abs,0.125455,0.120756,0.112416,0.095319,0.127170,0.115199,0.130984,0.123818,0.082877,0.101908
Mean_Household_Income,deaths_gini_rel,0.000000,-0.037455,-0.103937,-0.240219,0.013670,-0.081750,0.044065,-0.013051,-0.339392,-0.187699
EW_Ratio,deaths_gini_abs,0.120723,0.120965,0.126644,0.126582,0.102927,0.126323,0.129278,0.125912,0.095484,0.123330
EW_Ratio,deaths_gini_rel,0.000000,0.002009,0.049046,0.048534,-0.147410,0.046394,0.070866,0.042983,-0.209066,0.021600
Minority_Ratio,deaths_gini_abs,0.205993,0.204596,0.186795,0.197251,0.211239,0.186317,0.210998,0.208794,0.185199,0.165758
Minority_Ratio,deaths_gini_rel,0.000000,-0.006782,-0.093195,-0.042438,0.025467,-0.095517,0.024299,0.013597,-0.100946,-0.195324
