,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000216,0.000228,0.000202,0.000207,0.000215,0.000214,0.000202,0.000207,0.000179,0.000184
All,deaths_total_rel,0.000000,0.056903,-0.063686,-0.041392,-0.002029,-0.008422,-0.064813,-0.040654,-0.173005,-0.147371
Elder_Ratio,deaths_gini_abs,0.295715,0.298448,0.233741,0.300652,0.282099,0.305973,0.316460,0.308481,0.251096,0.259712
Elder_Ratio,deaths_gini_rel,0.000000,0.009244,-0.209572,0.016696,-0.046042,0.034688,0.070152,0.043172,-0.150883,-0.121749
Mean_Household_Income,deaths_gini_abs,0.133113,0.126062,0.130026,0.073777,0.126435,0.107322,0.079111,0.083417,0.043424,0.123887
Mean_Household_Income,deaths_gini_rel,0.000000,-0.052968,-0.023196,-0.445758,-0.050170,-0.193757,-0.405683,-0.373341,-0.673779,-0.069312
EW_Ratio,deaths_gini_abs,0.124512,0.124095,0.101252,0.106964,0.087340,0.134823,0.105872,0.111475,0.069770,0.172342
EW_Ratio,deaths_gini_rel,0.000000,-0.003352,-0.186811,-0.140931,-0.298541,0.082813,-0.149701,-0.104703,-0.439655,0.384137
Minority_Ratio,deaths_gini_abs,0.129245,0.132576,0.163527,0.086122,0.129219,0.088120,0.063886,0.081297,0.062592,0.159677
Minority_Ratio,deaths_gini_rel,0.000000,0.025776,0.265248,-0.333654,-0.000199,-0.318192,-0.505697,-0.370983,-0.515714,0.235464
