,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000047,0.000048,0.000045,0.000047,0.000047,0.000047,0.000047,0.000047,0.000045,0.000043
All,deaths_total_rel,0.000000,0.022646,-0.050835,-0.012986,-0.015124,-0.010215,0.000238,0.001663,-0.057487,-0.085122
Elder_Ratio,deaths_gini_abs,0.341387,0.341207,0.316929,0.340676,0.347726,0.337397,0.345631,0.345395,0.315918,0.314623
Elder_Ratio,deaths_gini_rel,0.000000,-0.000525,-0.071643,-0.002081,0.018568,-0.011686,0.012433,0.011741,-0.074603,-0.078397
Mean_Household_Income,deaths_gini_abs,0.124940,0.125455,0.126059,0.101070,0.125676,0.126403,0.132073,0.129940,0.110095,0.118122
Mean_Household_Income,deaths_gini_rel,0.000000,0.004124,0.008956,-0.191050,0.005892,0.011708,0.057090,0.040018,-0.118816,-0.054573
EW_Ratio,deaths_gini_abs,0.126783,0.120723,0.128416,0.125384,0.098054,0.132923,0.133077,0.127607,0.114274,0.123985
EW_Ratio,deaths_gini_rel,0.000000,-0.047798,0.012883,-0.011032,-0.226597,0.048435,0.049649,0.006499,-0.098663,-0.022064
Minority_Ratio,deaths_gini_abs,0.206564,0.205993,0.199082,0.204376,0.212165,0.191197,0.226328,0.211176,0.200617,0.185073
Minority_Ratio,deaths_gini_rel,0.000000,-0.002765,-0.036222,-0.010592,0.027113,-0.074391,0.095680,0.022326,-0.028790,-0.104041
