,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000036,0.000035,0.000034,0.000034,0.000036,0.000035,0.000036,0.000030,0.000030
All,deaths_total_rel,0.000000,-0.124736,-0.144858,-0.165536,-0.170094,-0.132185,-0.140300,-0.138521,-0.266926,-0.283824
Elder_Ratio,deaths_gini_abs,0.316714,0.316631,0.240835,0.312300,0.315505,0.287148,0.297229,0.315713,0.275483,0.301637
Elder_Ratio,deaths_gini_rel,0.000000,-0.000262,-0.239581,-0.013936,-0.003815,-0.093351,-0.061521,-0.003159,-0.130181,-0.047604
Mean_Household_Income,deaths_gini_abs,0.074212,0.076118,0.076345,0.020429,0.080888,0.109002,0.069598,0.052169,0.058181,0.078421
Mean_Household_Income,deaths_gini_rel,0.000000,0.025680,0.028740,-0.724717,0.089946,0.468783,-0.062177,-0.297025,-0.216018,0.056713
EW_Ratio,deaths_gini_abs,0.130472,0.132269,0.118543,0.119863,0.054970,0.113087,0.128472,0.106312,0.090284,0.112378
EW_Ratio,deaths_gini_rel,0.000000,0.013771,-0.091432,-0.081314,-0.578685,-0.133247,-0.015327,-0.185177,-0.308018,-0.138680
Minority_Ratio,deaths_gini_abs,0.109108,0.122713,0.095624,0.157530,0.121318,0.060921,0.160451,0.132743,0.108918,0.130214
Minority_Ratio,deaths_gini_rel,0.000000,0.124696,-0.123579,0.443802,0.111910,-0.441644,0.470579,0.216620,-0.001738,0.193444
