,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000163,0.000166,0.000160,0.000160,0.000163,0.000163,0.000164,0.000161,0.000152,0.000153
All,deaths_total_rel,0.000000,0.015369,-0.021591,-0.021037,-0.003665,-0.000893,0.007947,-0.013491,-0.068008,-0.064927
Elder_Ratio,deaths_gini_abs,0.317150,0.313645,0.297117,0.312279,0.316305,0.305732,0.317421,0.314089,0.287758,0.292746
Elder_Ratio,deaths_gini_rel,0.000000,-0.011051,-0.063165,-0.015359,-0.002664,-0.036002,0.000854,-0.009652,-0.092675,-0.076948
Mean_Household_Income,deaths_gini_abs,0.068231,0.065102,0.071939,0.048448,0.064800,0.072238,0.065763,0.067921,0.043892,0.063073
Mean_Household_Income,deaths_gini_rel,0.000000,-0.045868,0.054345,-0.289953,-0.050285,0.058717,-0.036172,-0.004551,-0.356722,-0.075603
EW_Ratio,deaths_gini_abs,0.036766,0.038579,0.034032,0.033525,0.030365,0.036303,0.042108,0.040551,0.018034,0.042236
EW_Ratio,deaths_gini_rel,0.000000,0.049297,-0.074366,-0.088175,-0.174121,-0.012609,0.145292,0.102940,-0.509487,0.148769
Minority_Ratio,deaths_gini_abs,0.116940,0.112455,0.092563,0.107016,0.120158,0.099935,0.113405,0.115671,0.086486,0.104761
Minority_Ratio,deaths_gini_rel,0.000000,-0.038357,-0.208462,-0.084871,0.027517,-0.145420,-0.030233,-0.010857,-0.260430,-0.104149
